"NAPS","Time","O3","NO2"
60435,2019-01-18 00:00:00,19,17
60435,2019-01-18 01:00:00,11,28
60435,2019-01-18 02:00:00,14,22
60435,2019-01-18 03:00:00,2,38
60435,2019-01-18 04:00:00,1,41
60435,2019-01-18 05:00:00,1,47
60435,2019-01-18 06:00:00,1,48
60435,2019-01-18 07:00:00,1,37
60435,2019-01-18 08:00:00,3,33
60435,2019-01-18 09:00:00,7,30
60435,2019-01-18 10:00:00,12,25
60435,2019-01-18 11:00:00,15,21
60435,2019-01-18 12:00:00,17,18
60435,2019-01-18 13:00:00,17,19
60435,2019-01-18 14:00:00,21,18
60435,2019-01-18 15:00:00,26,15
60435,2019-01-18 16:00:00,27,15
60435,2019-01-18 17:00:00,29,15
60435,2019-01-18 18:00:00,26,18
60435,2019-01-18 19:00:00,28,14
60435,2019-01-18 20:00:00,26,18
60435,2019-01-18 21:00:00,24,19
60435,2019-01-18 22:00:00,28,14
60435,2019-01-18 23:00:00,30,8
