"NAPS","Time","O3","NO2"
60435,2019-07-09 10:00:00,23,11
60435,2019-07-09 11:00:00,26,6
60435,2019-07-09 12:00:00,31,4
60435,2019-07-09 13:00:00,38,5
60435,2019-07-09 14:00:00,46,6
60435,2019-07-09 15:00:00,49,5
60435,2019-07-09 16:00:00,41,2
60435,2019-07-09 17:00:00,40,2
60435,2019-07-09 18:00:00,41,4
60435,2019-07-09 19:00:00,33,12
60435,2019-07-09 20:00:00,27,17
60435,2019-07-09 21:00:00,19,25
60435,2019-07-09 22:00:00,35,15
60435,2019-07-09 23:00:00,19,26
60435,2019-07-10 00:00:00,11,33
60435,2019-07-10 01:00:00,12,30
60435,2019-07-10 02:00:00,14,27
60435,2019-07-10 03:00:00,2,42
60435,2019-07-10 04:00:00,1,42
60435,2019-07-10 05:00:00,2,44
60435,2019-07-10 06:00:00,3,45
60435,2019-07-10 07:00:00,9,37
60435,2019-07-10 08:00:00,29,13
60435,2019-07-10 09:00:00,31,11
60435,2019-07-10 10:00:00,34,6
60435,2019-07-10 11:00:00,33,7
60435,2019-07-10 12:00:00,34,5
60435,2019-07-10 13:00:00,34,7
60435,2019-07-10 14:00:00,40,5
60435,2019-07-10 15:00:00,46,5
60435,2019-07-10 16:00:00,50,3
60435,2019-07-10 17:00:00,50,2
60435,2019-07-10 18:00:00,52,3
60435,2019-07-10 19:00:00,55,4
60435,2019-07-10 20:00:00,51,6
60435,2019-07-10 21:00:00,39,15
60435,2019-07-10 22:00:00,33,21
60435,2019-07-10 23:00:00,39,10
60435,2019-07-11 00:00:00,30,16
60435,2019-07-11 01:00:00,36,7
60435,2019-07-11 02:00:00,28,16
60435,2019-07-11 03:00:00,25,20
60435,2019-07-11 04:00:00,36,9
60435,2019-07-11 05:00:00,23,24
60435,2019-07-11 06:00:00,32,17
60435,2019-07-11 07:00:00,42,11
60435,2019-07-11 08:00:00,41,11
60435,2019-07-11 09:00:00,28,21
60435,2019-07-11 10:00:00,26,13
60435,2019-07-11 11:00:00,35,14
60435,2019-07-11 12:00:00,38,14
60435,2019-07-11 13:00:00,36,13
60435,2019-07-11 14:00:00,35,11
60435,2019-07-11 15:00:00,37,7
60435,2019-07-11 16:00:00,34,6
60435,2019-07-11 17:00:00,32,6
60435,2019-07-11 18:00:00,32,7
60435,2019-07-11 19:00:00,28,6
60435,2019-07-11 20:00:00,21,8
60435,2019-07-11 21:00:00,18,7
60435,2019-07-11 22:00:00,18,9
60435,2019-07-11 23:00:00,17,11
60435,2019-07-12 00:00:00,17,8
60435,2019-07-12 01:00:00,14,8
60435,2019-07-12 02:00:00,10,8
60435,2019-07-12 03:00:00,8,9
60435,2019-07-12 04:00:00,7,9
60435,2019-07-12 05:00:00,5,11
60435,2019-07-12 06:00:00,6,10
60435,2019-07-12 07:00:00,8,9
60435,2019-07-12 08:00:00,10,8
60435,2019-07-12 09:00:00,11,10
60435,2019-07-12 10:00:00,16,8
60435,2019-07-12 11:00:00,14,7
60435,2019-07-12 12:00:00,16,9
60435,2019-07-12 13:00:00,17,8
60435,2019-07-12 14:00:00,17,7
60435,2019-07-12 15:00:00,20,6
60435,2019-07-12 16:00:00,21,6
60435,2019-07-12 17:00:00,23,4
60435,2019-07-12 18:00:00,24,4
60435,2019-07-12 19:00:00,24,4
60435,2019-07-12 20:00:00,20,7
60435,2019-07-12 21:00:00,16,10
60435,2019-07-12 22:00:00,16,10
60435,2019-07-12 23:00:00,12,13
